name,budget.x,company.x,country.x,director.x,genre.x,gross.x,rating.x,released.x,runtime.x,score.x,star.x,votes.x,writer.x,year.x,YoutubeLikes,YoutubeDislike,Youtube ViewCount,Twitter Sentiment
Romeo & Juliet,0,Amber Entertainment,UK,Carlo Carlei,Drama,1161089,PG-13,11/10/2013,113,5.8,Hailee Steinfeld,9141,Julian Fellowes,2013,363379,24504,,2
Rubber,500000,Realitism Films,France,Quentin Dupieux,Comedy,98017,R,10/11/2010,82,5.8,Stephen Spinella,28442,Quentin Dupieux,2010,1710,216,330742,1
Ruby Sparks,8000000,Fox Searchlight Pictures,USA,Jonathan Dayton,Comedy,2540106,R,30/11/2012,100,7.2,Paul Dano,84963,Zoe Kazan,2012,1742,38,,1
Rudderless,5000000,Unified Pictures,USA,William H. Macy,Comedy,37440,R,21/02/2015,105,7.5,Billy Crudup,14913,Casey Twenter,2014,6316,56,,2
Rules Don't Apply,25000000,New Regency Pictures,USA,Warren Beatty,Comedy,3647836,PG-13,23/11/2016,127,5.7,Lily Collins,5192,Warren Beatty,2016,31463,511,,0
Run All Night,50000000,Warner Bros.,USA,Jaume Collet-Serra,Action,26442251,R,13/03/2015,114,6.6,Liam Neeson,85225,Brad Ingelsby,2015,14122,704,,1
"Run, Fatboy, Run",0,Beech Hill Films,UK,David Schwimmer,Comedy,5998971,PG-13,28/03/2008,100,6.6,Simon Pegg,60897,Michael Ian Black,2007,427,152,9574,1
Runner Runner,30000000,Regency Enterprises,USA,Brad Furman,Crime,19316646,R,04/10/2013,88,5.6,Ben Affleck,55262,Brian Koppelman,2013,137350,2917,,1
Running Scared,17000000,New Line Cinema,Germany,Wayne Kramer,Action,6855137,R,24/02/2006,122,7.4,Paul Walker,91057,Wayne Kramer,2006,10050,273,2448444,2
Running with Scissors,12000000,Plan B Entertainment,USA,Ryan Murphy,Comedy,6754898,R,27/10/2006,122,6.2,Joseph Cross,20590,Ryan Murphy,2006,54934,1808,5788718,1
Rush,38000000,Exclusive Media Group,UK,Ron Howard,Action,26947624,R,27/09/2013,123,8.1,Daniel Brühl,349811,Peter Morgan,2013,183011,6832,,1
Rush Hour 3,140000000,New Line Cinema,USA,Brett Ratner,Action,140125968,PG-13,10/08/2007,91,6.2,Jackie Chan,130138,Jeff Nathanson,2007,28856,1072,5755170,2
Rust and Bone,0,Why Not Productions,France,Jacques Audiard,Drama,2061449,R,17/05/2012,120,7.5,Marion Cotillard,53846,Jacques Audiard,2012,2518,122,,1
RV,65000000,Columbia Pictures,UK,Barry Sonnenfeld,Adventure,71726025,PG,28/04/2006,99,5.5,Robin Williams,49145,Geoff Rodkey,2006,17141,148,480403,0
Sabotage,35000000,Open Road Films (II),USA,David Ayer,Action,10508518,R,28/03/2014,109,5.7,Arnold Schwarzenegger,51146,Skip Woods,2014,312352,9985,,1
Safe,30000000,IM Global,USA,Boaz Yakin,Action,17142080,R,27/04/2012,94,6.5,Jason Statham,89887,Boaz Yakin,2012,12758,561,,1
Safe Haven,28000000,Relativity Media,USA,Lasse Hallström,Drama,71349120,PG-13,14/02/2013,115,6.7,Julianne Hough,87269,Dana Stevens,2013,10370,428,,1
Safety Not Guaranteed,750000,FilmDistrict,USA,Colin Trevorrow,Comedy,4010957,R,18/10/2012,100,7,Aubrey Plaza,106586,Derek Connolly,2012,9017,324,,1
Salmon Fishing in the Yemen,0,UK Film Council,UK,Lasse Hallström,Comedy,9025107,PG-13,15/06/2012,107,6.8,Ewan McGregor,54890,Simon Beaufoy,2011,567,38,343329,1
Salt,110000000,Columbia Pictures,USA,Phillip Noyce,Action,118311368,PG-13,23/07/2010,100,6.4,Angelina Jolie,259831,Kurt Wimmer,2010,76696,1310,9119889,2
San Andreas,110000000,Village Roadshow Pictures,USA,Brad Peyton,Action,155190832,PG-13,29/05/2015,114,6.1,Dwayne Johnson,167250,Carlton Cuse,2015,2902,400,,0
Sanctum,30000000,Universal Pictures,USA,Alister Grierson,Adventure,23070045,R,04/02/2011,108,5.9,Rhys Wakefield,49065,John Garvin,2011,988,127,985393,0
Sausage Party,19000000,Annapurna Pictures,USA,Greg Tiernan,Animation,97661826,R,12/08/2016,89,6.2,Seth Rogen,133200,Kyle Hunter,2016,3846,888,,1
Savage Grace,4600000,Celluloid Dreams,France,Tom Kalin,Drama,434417,NOT RATED,25/01/2008,97,5.9,Julianne Moore,9518,Howard A. Rodman,2007,259,38,136444,1
Savages,45000000,Ixtlan,USA,Oliver Stone,Crime,47382068,R,06/07/2012,131,6.5,Aaron Taylor-Johnson,109373,Shane Salerno,2012,32491,939,,0
Saving Christmas,500000,Camfam Studios,USA,Darren Doane,Comedy,2783970,PG,14/11/2014,79,1.5,Kirk Cameron,13059,Darren Doane,2014,46214,1079,,1
Saving Mr. Banks,35000000,Walt Disney Pictures,USA,John Lee Hancock,Biography,83301580,PG-13,20/12/2013,125,7.5,Emma Thompson,128240,Kelly Marcel,2013,16506,709,,1
Saw 3D: The Final Chapter,20000000,Twisted Pictures,Canada,Kevin Greutert,Horror,45710178,R,29/10/2010,90,5.6,Tobin Bell,74021,Patrick Melton,2010,177,90,781559,2
Saw III,10000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,80238724,R,27/10/2006,108,6.2,Tobin Bell,152336,Leigh Whannell,2006,60181,1264,5312722,1
Saw IV,10000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,63300095,R,26/10/2007,93,5.9,Tobin Bell,119307,Patrick Melton,2007,67083,1597,6433197,1
Saw V,10800000,Twisted Pictures,USA,David Hackl,Horror,56746769,R,24/10/2008,92,5.8,Scott Patterson,95765,Patrick Melton,2008,59476,917,4589980,1
Scary Movie 4,45000000,Dimension Films,USA,David Zucker,Comedy,90710620,PG-13,14/04/2006,83,5.1,Anna Faris,99473,Craig Mazin,2006,2478,161,498456,2
Scary Movie 5,20000000,Dimension Films,USA,Malcolm D. Lee,Comedy,32015787,PG-13,12/04/2013,88,3.5,Simon Rex,54324,David Zucker,2013,277,11,,2
School for Scoundrels,20000000,Dimension Films,USA,Todd Phillips,Comedy,17803796,PG-13,29/09/2006,100,5.9,Billy Bob Thornton,27180,Todd Phillips,2006,511,42,523111,1
Scoop,4000000,BBC Films,UK,Woody Allen,Comedy,10525717,PG-13,28/07/2006,96,6.7,Scarlett Johansson,71751,Woody Allen,2006,290,26,433650,2
Scott Pilgrim vs. the World,60000000,Universal Pictures,USA,Edgar Wright,Action,31494270,PG-13,13/08/2010,112,7.5,Michael Cera,302029,Michael Bacall,2010,20157,468,2683104,0
Scouts Guide to the Zombie Apocalypse,15000000,Broken Road Productions,USA,Christopher Landon,Action,3635292,R,30/10/2015,93,6.3,Tye Sheridan,33629,Carrie Lee Wilson,2015,18800,985,,2
Scream 4,40000000,Dimension Films,USA,Wes Craven,Horror,38180928,R,15/04/2011,111,6.2,Neve Campbell,110371,Kevin Williamson,2011,1041,47,202638,1
Se levanta el viento,30000000,Studio Ghibli,Japan,Hayao Miyazaki,Animation,5209580,PG-13,21/02/2014,126,7.8,Hideaki Anno,51601,Hayao Miyazaki,2013,2714,32,,0
Season of the Witch,40000000,Atlas Entertainment,USA,Dominic Sena,Action,24827228,PG-13,07/01/2011,95,5.4,Nicolas Cage,80353,Bragi F. Schut,2011,44502,1412,6256890,1
Secret in Their Eyes,19500000,IM Global,USA,Billy Ray,Crime,20180155,PG-13,20/11/2015,111,6.2,Chiwetel Ejiofor,29254,Billy Ray,2015,12240,874,,2
Secretariat,35000000,Walt Disney Pictures,USA,Randall Wallace,Biography,59713955,PG,08/10/2010,123,7.2,Diane Lane,22288,Mike Rich,2010,19105,658,5438049,1
Secretos Peligrosos,0,Samuel Goldwyn Films,Canada,Larysa Kondracki,Action,1120914,R,26/08/2011,112,7.2,Rachel Weisz,27033,Larysa Kondracki,2010,869,85,386878,0
Sector 9,30000000,TriStar Pictures,South Africa,Neill Blomkamp,Sci-Fi,115646235,R,14/08/2009,112,8,Sharlto Copley,566581,Neill Blomkamp,2009,11493,514,4445230,0
See No Evil,8000000,World Wrestling Entertainment (WWE),USA,Gregory Dark,Action,15032800,R,19/05/2006,84,5.1,Glenn Jacobs,23111,Dan Madigan,2006,7182,966,2804566,2
Seeking a Friend for the End of the World,10000000,Focus Features,USA,Lorene Scafaria,Adventure,6619173,R,22/06/2012,101,6.7,Steve Carell,95050,Lorene Scafaria,2012,813,26,,1
Seeking Justice,17000000,Endgame Entertainment,USA,Roger Donaldson,Action,41081,R,13/01/2012,105,6.2,Nicolas Cage,40833,Todd Hickey,2011,588,54,484736,2
Self/less,26000000,Endgame Entertainment,USA,Tarsem Singh,Action,12276810,PG-13,10/07/2015,117,6.5,Ryan Reynolds,70564,Àlex Pastor,2015,155,5,,0
Selma,20000000,Pathé,UK,Ava DuVernay,Biography,52076908,PG-13,09/01/2015,128,7.5,David Oyelowo,69760,Paul Webb,2014,22741,732,,1
Semi-Pro,55000000,New Line Cinema,USA,Kent Alterman,Comedy,33472850,R,29/02/2008,91,5.8,Will Ferrell,70423,Scot Armstrong,2008,2220,109,1095049,1
Sepultado,3000000,Audiovisual Aval SGR,Spain,Rodrigo Cortés,Drama,1028658,R,15/10/2010,95,7,Ryan Reynolds,127979,Chris Sparling,2010,356,10,125556,1
Seraphim Falls,18000000,Icon Productions,USA,David Von Ancken,Action,418296,R,18/01/2008,115,6.7,Pierce Brosnan,25950,David Von Ancken,2006,88,17,86073,0
Serena,30000000,2929 Productions,Czech Republic,Susanne Bier,Drama,176305,R,26/02/2015,109,5.4,Bradley Cooper,20668,Christopher Kyle,2014,19,1,,1
Serpientes a bordo,33000000,New Line Cinema,Germany,David R. Ellis,Action,34020814,R,18/08/2006,105,5.6,Samuel L. Jackson,120282,John Heffernan,2006,632,30,49293,0
Seven Pounds,55000000,Columbia Pictures,USA,Gabriele Muccino,Drama,69951824,PG-13,19/12/2008,123,7.7,Will Smith,249856,Grant Nieporte,2008,4068,134,1223189,2
Seven Psychopaths,15000000,CBS Films,UK,Martin McDonagh,Comedy,15024049,R,12/10/2012,110,7.2,Colin Farrell,200857,Martin McDonagh,2012,151,4,,1
Seventh Son,95000000,Beijing Skywheel Entertainment Co.,USA,Sergei Bodrov,Action,17223265,PG-13,06/02/2015,102,5.5,Ben Barnes,61441,Charles Leavitt,2014,10678,934,,1
Severance,0,Qwerty Films,UK,Christopher Smith,Comedy,136432,R,07/09/2007,96,6.5,Danny Dyer,33173,James Moran,2006,166,17,142227,0
Sex and Death 101,5000000,Avenue Pictures,USA,Daniel Waters,Comedy,23563,R,22/02/2008,117,6,Robert Wisdom,9860,Daniel Waters,2007,40,9,35076,0
Sex and the City,65000000,New Line Cinema,USA,Michael Patrick King,Comedy,152647258,R,30/05/2008,145,5.5,Sarah Jessica Parker,104063,Michael Patrick King,2008,3605,471,2474734,1
Sex and the City 2,100000000,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,R,27/05/2010,146,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010,1409,146,617241,1
Sex Drive,19000000,Summit Entertainment,USA,Sean Anders,Adventure,8402485,R,17/10/2008,109,6.5,Josh Zuckerman,75976,Sean Anders,2008,1236,491,643372,1
Sex Tape,40000000,Columbia Pictures,USA,Jake Kasdan,Comedy,38543473,R,18/07/2014,94,5.1,Jason Segel,92074,Kate Angelo,2014,437,124,,2
Shadow Dancer,0,BBC Films,UK,James Marsh,Drama,99134,R,24/08/2012,101,6.2,Clive Owen,10685,Tom Bradby,2012,176,14,,1
Shame,6500000,See-Saw Films,UK,Steve McQueen,Drama,4000304,NC-17,16/03/2012,101,7.2,Michael Fassbender,158515,Steve McQueen,2011,6219,212,593455,1
Shark Night 3D,25000000,Incentive Filmed Entertainment,USA,David R. Ellis,Horror,18872522,PG-13,02/09/2011,90,4,Sara Paxton,21890,Will Hayes,2011,58,2,6617,1
Shaun the Sheep Movie,25000000,StudioCanal,UK,Mark Burton,Animation,19375982,PG,05/08/2015,85,7.4,Justin Fletcher,28138,Mark Burton,2015,1954,366,,0
She's Out of My League,20000000,DreamWorks,USA,Jim Field Smith,Comedy,31584722,R,12/03/2010,100,6.4,Jay Baruchel,107464,Sean Anders,2010,5400,173,1417731,1
She's the Man,20000000,DreamWorks,USA,Andy Fickman,Comedy,2339735,PG-13,17/03/2006,105,6.4,Amanda Bynes,125579,Ewan Leslie,2006,1297,18,90520,1
Shelter,0,GP Pictures,USA,Jonah Markowitz,Drama,142666,R,16/04/2009,97,7.8,Trevor Wright,17462,Jonah Markowitz,2007,1042319,10070,41469207,2
Sherlock Holmes,90000000,Warner Bros.,USA,Guy Ritchie,Action,209028679,PG-13,25/12/2009,128,7.6,Robert Downey Jr.,511547,Michael Robert Johnson,2009,1045,124,1300135,1
Sherlock Holmes: A Game of Shadows,125000000,Warner Bros.,USA,Guy Ritchie,Action,186848418,PG-13,16/12/2011,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011,2900,73,1137977,2
Shin Godzilla,0,Cine Bazar,Japan,Hideaki Anno,Action,1908028,NOT RATED,13/01/2017,120,6.7,Hiroki Hasegawa,11739,Hideaki Anno,2016,648,65,,1
Shoot 'Em Up,39000000,New Line Cinema,USA,Michael Davis,Action,12807139,R,07/09/2007,86,6.7,Clive Owen,134902,Michael Davis,2007,1246,82,2924229,1
Shooter,61000000,Paramount Pictures,USA,Antoine Fuqua,Action,47003582,R,23/03/2007,124,7.2,Mark Wahlberg,273032,Jonathan Lemkin,2007,5918,404,2785329,1
Short Term 12,0,Animal Kingdom,USA,Destin Daniel Cretton,Drama,1010414,R,23/08/2013,96,8,Brie Larson,64478,Destin Daniel Cretton,2013,5065,115,,1
Shortbus,2000000,THINKFilm,USA,John Cameron Mitchell,Drama,1985292,UNRATED,20/10/2006,101,6.5,Sook-Yin Lee,28807,John Cameron Mitchell,2006,2387,345,5084105,1
Shorts,40000000,Warner Bros.,USA,Robert Rodriguez,Comedy,20916309,PG,21/08/2009,89,4.8,Jimmy Bennett,5645,Robert Rodriguez,2009,586,47,39590,0
Shrek Forever After,165000000,DreamWorks Animation,USA,Mike Mitchell,Animation,238371987,PG,21/05/2010,93,6.3,Mike Myers,150636,William Steig,2010,254,108,6892089,1
Shrek the Third,160000000,DreamWorks Animation,USA,Chris Miller,Animation,320706665,PG,18/05/2007,93,6.1,Mike Myers,230142,Jeffrey Price,2007,40201,2301,1129576,0
Shutter,8000000,Regency Enterprises,USA,Masayuki Ochiai,Horror,25926543,PG-13,21/03/2008,85,5.2,Joshua Jackson,28640,Luke Dawson,2008,8,1,243230,0
Shutter Island,80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,R,19/02/2010,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,1002,27,172499,1
Sicario,30000000,Black Label Media,USA,Denis Villeneuve,Action,46889293,R,02/10/2015,121,7.6,Emily Blunt,257207,Taylor Sheridan,2015,18147,820,,2
Side Effects,30000000,Endgame Entertainment,USA,Steven Soderbergh,Crime,32172757,R,08/02/2013,106,7.1,Rooney Mara,157546,Scott Z. Burns,2013,922332,35293,,1
Sightseers,0,StudioCanal,UK,Ben Wheatley,Adventure,35722,NOT RATED,10/05/2013,88,6.5,Alice Lowe,22742,Alice Lowe,2012,1167,118,,1
Silence,46000000,Cappa Defina Productions,USA,Martin Scorsese,Adventure,7079191,R,13/01/2017,161,7.2,Andrew Garfield,61798,Jay Cocks,2016,2183158,54049,,2
Silent House,2000000,Elle Driver,France,Chris Kentis,Drama,12555230,R,09/03/2012,86,5.3,Elizabeth Olsen,19546,Gustavo Hernández,2011,4,3,2511843,1
Silver Linings Playbook,21000000,The Weinstein Company,USA,David O. Russell,Comedy,132092958,R,25/12/2012,122,7.8,Bradley Cooper,575513,David O. Russell,2012,36442,1137,,2
Sin City: A Dame to Kill For,65000000,Aldamisa Entertainment,USA,Frank Miller,Crime,13757804,R,22/08/2014,102,6.5,Mickey Rourke,126091,Frank Miller,2014,19397,698,,1
Sin Nombre,0,Scion Films,Mexico,Cary Fukunaga,Adventure,2534351,R,17/04/2009,96,7.6,Paulina Gaitan,27573,Cary Fukunaga,2009,919,49,453884,0
Sing,75000000,Dentsu,USA,Garth Jennings,Animation,270329045,PG,21/12/2016,108,7.1,Matthew McConaughey,81466,Garth Jennings,2016,674707,151279,,2
Sing street; este es tu momento,0,Cosmo Films,Ireland,John Carney,Comedy,3233839,PG-13,23/09/2016,106,8,Ferdia Walsh-Peelo,58989,Simon Carmody,2016,74,0,,0
Sinister,3000000,Alliance Films,USA,Scott Derrickson,Horror,48086903,R,12/10/2012,110,6.8,Ethan Hawke,177787,Scott Derrickson,2012,9912,528,,0
Sinister 2,10000000,Entertainment One,USA,Ciarán Foy,Horror,27736779,R,21/08/2015,97,5.3,James Ransone,33723,Scott Derrickson,2015,63973,3846,,1
Sisters,30000000,Little Stranger,USA,Jason Moore,Comedy,87044645,R,18/12/2015,118,6,Amy Poehler,52137,Paula Pell,2015,93397,2832,,2
Skyfall,200000000,Eon Productions,UK,Sam Mendes,Action,304360277,PG-13,09/11/2012,143,7.8,Daniel Craig,556275,Ian Fleming,2012,1692645,54179,,1
Skyline,10000000,Rogue Pictures,USA,Colin Strause,Action,21371425,PG-13,12/11/2010,97,4.4,Eric Balfour,78787,Joshua Cordes,2010,130233,1892,11750247,1
Sleeping Beauty,0,Screen Australia,Australia,Julia Leigh,Drama,37710,NOT RATED,02/12/2011,101,5.3,Emily Browning,27413,Julia Leigh,2011,12081,4100,10273317,1
Sleeping with Other People,0,Gloria Sanchez Productions,USA,Leslye Headland,Comedy,814775,R,12/08/2015,101,6.5,Jason Sudeikis,29326,Leslye Headland,2015,3897,410,,2
Sleight,250000,Diablo Entertainment (II),USA,J.D. Dillard,Action,3847290,R,28/04/2017,89,5.9,Jacob Latimore,4012,J.D. Dillard,2016,18837,866,,0
Sleuth,0,Sony Pictures Classics,UK,Kenneth Branagh,Drama,342835,R,25/01/2008,88,6.5,Michael Caine,27338,Anthony Shaffer,2007,3045,170,388506,0
Slow West,2000000,See-Saw Films,UK,John Maclean,Western,229094,R,16/04/2015,84,6.9,Kodi Smit-McPhee,33032,John Maclean,2015,8284,281,,2
Slumdog Millionaire,15000000,Warner Bros.,UK,Danny Boyle,Drama,141319928,R,25/12/2008,120,8,Dev Patel,690202,Simon Beaufoy,2008,3465,399,1111927,0
Smashed,500000,Super Crispy Entertainment,USA,James Ponsoldt,Drama,375981,R,14/12/2012,81,6.8,Mary Elizabeth Winstead,14537,Susan Burke,2012,1104,13,,0
Smiley Face,0,Anonymous Content,USA,Gregg Araki,Comedy,9397,R,16/01/2008,85,5.8,Anna Faris,14615,Dylan Haggerty,2007,1203,123,808771,0
Smokin' Aces,17000000,Universal Pictures,UK,Joe Carnahan,Action,35662731,R,26/01/2007,109,6.7,Jeremy Piven,125910,Joe Carnahan,2006,1538,101,892064,1
Snitch,15000000,Exclusive Media Group,USA,Ric Roman Waugh,Action,42930462,PG-13,22/02/2013,112,6.5,Dwayne Johnson,69553,Justin Haythe,2013,92865,3647,,1
Snow Angels,0,Crossroads Films,USA,David Gordon Green,Drama,402820,R,11/09/2008,107,6.9,Kate Beckinsale,11384,David Gordon Green,2007,33412,700,3487353,1
Snowden,40000000,Endgame Entertainment,France,Oliver Stone,Biography,21587519,R,16/09/2016,134,7.3,Joseph Gordon-Levitt,92094,Kieran Fitzgerald,2016,138,7,,1
Sola contra el poder,13000000,Transfilm,France,John Madden,Drama,3439171,R,09/12/2016,132,7.4,Jessica Chastain,28302,Jonathan Perera,2016,193,14,,0
Solitary Man,15000000,Millennium Films,USA,Brian Koppelman,Comedy,4360548,R,25/06/2010,90,6.4,Michael Douglas,14100,Brian Koppelman,2009,52749,784,13745638,2
Something Borrowed,35000000,Alcon Entertainment,USA,Luke Greenfield,Comedy,39046489,PG-13,06/05/2011,100,5.9,Ginnifer Goodwin,51026,Jennie Snyder Urman,2011,4525,44,304843,1
Something New,0,Gramercy Pictures (I),USA,Sanaa Hamri,Comedy,11425894,PG-13,03/02/2006,99,6.8,Sanaa Lathan,11116,Kriss Turner,2006,628822,28588,79576313,2
Somewhere,7000000,Focus Features,USA,Sofia Coppola,Comedy,1768416,R,21/01/2011,97,6.3,Stephen Dorff,38036,Sofia Coppola,2010,42951,2350,13408827,1
Son of Rambow,0,Hammer & Tongs,UK,Garth Jennings,Action,1784769,PG-13,23/05/2008,96,7,Bill Milner,28319,Garth Jennings,2007,104,2,6060,1
Song of the Sea,0,Big Farm,Ireland,Tomm Moore,Animation,857522,PG,10/12/2014,93,8.1,David Rawle,35135,Will Collins,2014,56451,842,,1
Sorority Row,16000000,House Row Productions,USA,Stewart Hendler,Horror,11956207,R,11/09/2009,101,5.1,Briana Evigan,25255,Josh Stolberg,2009,1209,39,288086,2
Sospechas mortales,0,Sidney Kimmel Entertainment,Germany,Nick Cassavetes,Biography,15229325,R,12/01/2007,117,6.9,Emile Hirsch,91466,Nick Cassavetes,2006,11,2,364635,0
Soul Men,0,Dimension Films,USA,Malcolm D. Lee,Comedy,12081447,R,07/11/2008,100,6.5,Samuel L. Jackson,8179,Robert Ramsey,2008,126,6,15445,1
Soul Surfer,18000000,Enticing Entertainment,USA,Sean McNamara,Biography,43853424,PG,08/04/2011,112,7.1,AnnaSophia Robb,38348,Sean McNamara,2011,7591,175,1010215,0
Sound of My Voice,0,Skyscraper Films,USA,Zal Batmanglij,Drama,405614,R,03/08/2012,100,6.7,Christopher Denham,17812,Zal Batmanglij,2011,1096,80,517923,1
Source Code,32000000,Summit Entertainment,USA,Duncan Jones,Mystery,54712227,PG-13,01/04/2011,93,7.5,Jake Gyllenhaal,414859,Ben Ripley,2011,4358,213,7028842,1
Southland Tales,17000000,Universal Pictures,France,Richard Kelly,Comedy,275380,R,07/12/2007,145,5.5,Dwayne Johnson,33669,Richard Kelly,2006,2759,287,2876225,1
Spectre,245000000,B24,UK,Sam Mendes,Action,200074175,PG-13,06/11/2015,148,6.8,Daniel Craig,318152,John Logan,2015,4418941,115958,,2
Speed Racer,120000000,Warner Bros.,USA,Lana Wachowski,Action,43945766,PG,09/05/2008,135,6,Emile Hirsch,61086,Lilly Wachowski,2008,2386,82,231725,1
Spider-Man 3,258000000,Columbia Pictures,USA,Sam Raimi,Action,336530303,PG-13,04/05/2007,139,6.2,Tobey Maguire,416842,Sam Raimi,2007,113649,10132,29832659,0
Splice: experimento mortal,26000000,Gaumont,Canada,Vincenzo Natali,Drama,16999046,R,04/06/2010,104,5.8,Adrien Brody,83205,Vincenzo Natali,2009,30,7,4101160,0
Split,9000000,Blinding Edge Pictures,Japan,M. Night Shyamalan,Horror,138141585,PG-13,20/01/2017,117,7.3,James McAvoy,213536,M. Night Shyamalan,2016,107216,6778,,1
Spotlight,20000000,Participant Media,USA,Tom McCarthy,Crime,45055776,R,20/11/2015,128,8.1,Mark Ruffalo,287421,Josh Singer,2015,176727,6912,,1
Spread,0,Barbarian Films,USA,David Mackenzie,Comedy,249590,R,25/09/2009,97,5.9,Ashton Kutcher,34153,Jason Hall,2009,1422,111,558800,1
Spring,0,XYZ Films,USA,Justin Benson,Comedy,48949,NOT RATED,20/03/2015,109,6.7,Lou Taylor Pucci,17373,Justin Benson,2014,63656,2140,,1
Spring Breakers,5000000,Muse Productions,USA,Harmony Korine,Crime,14123773,R,22/03/2013,94,5.3,Vanessa Hudgens,116309,Harmony Korine,2012,1744,181,,1
Spy,65000000,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,110825712,R,05/06/2015,119,7,Melissa McCarthy,193925,Paul Feig,2015,8868,325,,1
Spy Kids 4: All the Time in the World,27000000,Dimension Films,USA,Robert Rodriguez,Action,38538188,PG,19/08/2011,100,3.6,Jessica Alba,17340,Robert Rodriguez,2011,3903,217,553088,0
St. Vincent,13000000,Chernin Entertainment,USA,Theodore Melfi,Comedy,44134898,PG-13,24/10/2014,102,7.3,Bill Murray,82653,Theodore Melfi,2014,54710,2302,,1
Stake Land,650000,Glass Eye Pix,USA,Jim Mickle,Drama,18469,R,09/12/2011,98,6.5,Connor Paolo,36801,Nick Damici,2010,292,31,332331,1
Stalingrad,30000000,Art Pictures Studio,Russia,Fedor Bondarchuk,Action,1013945,R,10/10/2013,131,5.6,Mariya Smolnikova,13238,Sergey Snezhkin,2013,38514,785,,0
Stand Up Guys,15000000,Lionsgate,USA,Fisher Stevens,Comedy,3301046,R,01/02/2013,100,6.5,Al Pacino,47799,Noah Haidle,2012,3412,180,,1
