budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Likes,Dislike
0,Barbarian Films,USA,David Mackenzie,Comedy,249590,Spread,R,25-09-2009,97,5.9,Ashton Kutcher,34153,Jason Hall,2009,1422,111
42000000,Universal Pictures,USA,Larry Charles,Comedy,60054530,Brüno,R,10-07-2009,81,5.8,Sacha Baron Cohen,125840,Sacha Baron Cohen,2009,2421,166
10000000,Universal Pictures,USA,Olatunde Osunsanmi,Mystery,25464480,The Fourth Kind,PG-13,06-11-2009,98,5.9,Milla Jovovich,66304,Olatunde Osunsanmi,2009,1690,93
0,Lionsgate,USA,Peter Cornwell,Drama,55389516,The Haunting in Connecticut,PG-13,27-03-2009,92,5.9,Virginia Madsen,53262,Adam Simon,2009,6726,419
40000000,Warner Bros.,Germany,James McTeigue,Action,38105077,Ninja Assassin,R,25-11-2009,99,6.4,Rick Yune,60987,Matthew Sand,2009,66,29
0,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,90485233,Madea Goes to Jail,PG-13,20-02-2009,103,4.3,Tyler Perry,10052,Tyler Perry,2009,6440,133
15000000,Sony Pictures Classics,USA,Woody Allen,Comedy,5306447,Whatever Works,PG-13,03-07-2009,93,7.2,Evan Rachel Wood,62933,Woody Allen,2009,661,57
35000000,Warner Bros.,USA,Dominic Sena,Action,10275638,Whiteout,R,11-09-2009,101,5.5,Kate Beckinsale,33530,Jon Hoeber,2009,346,14
0,Dreamlab,Iran,Asghar Farhadi,Drama,106662,About Elly,Not specified,06-06-2009,119,8.1,Golshifteh Farahani,31740,Asghar Farhadi,2009,97,7
22000000,Paramount Pictures,USA,George Gallo,Comedy,723714,Middle Men,R,06-08-2010,105,6.6,Luke Wilson,33978,George Gallo,2009,45,11
0,Jon Shestack Productions,USA,Mark Waters,Comedy,55250026,Ghosts of Girlfriends Past,PG-13,01-05-2009,100,5.8,Matthew McConaughey,71836,Jon Lucas,2009,524,22
18500000,Warner Bros.,USA,Ricky Gervais,Comedy,18439082,The Invention of Lying,PG-13,02-10-2009,100,6.4,Ricky Gervais,99595,Ricky Gervais,2009,39,45
8000000,Ternion Pictures,USA,Mike Judge,Comedy,10814185,Extract,R,04-09-2009,92,6.2,Jason Bateman,39493,Mike Judge,2009,54,6
90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,01-07-2009,94,7,Ray Romano,182575,Peter Ackerman,2009,556,260
0,Why Not Productions,France,Jacques Audiard,Crime,2084637,A Prophet,R,26-03-2010,155,7.9,Tahar Rahim,83124,Thomas Bidegain,2009,133,1
0,BBC Films,UK,Armando Iannucci,Comedy,2384044,In the Loop,NOT RATED,04-09-2009,106,7.5,Tom Hollander,47137,Jesse Armstrong,2009,68,5
75000000,Fox 2000 Pictures,USA,Betty Thomas,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,PG,23-12-2009,88,4.5,Jason Lee,34731,Jon Vitti,2009,47157,927
14000000,Rogue,USA,David Twohy,Adventure,15483540,A Perfect Getaway,R,07-08-2009,98,6.5,Milla Jovovich,59667,David Twohy,2009,430,36
15000000,Mandate Pictures,USA,Drew Barrymore,Drama,13043363,Whip It,PG-13,02-10-2009,111,6.9,Ellen Page,58138,Shauna Cross,2009,57242,1723
200000000,Walt Disney Pictures,USA,Robert Zemeckis,Animation,137855863,A Christmas Carol,PG,06-11-2009,96,6.8,Jim Carrey,80819,Robert Zemeckis,2009,1446,36
0,X-Filme Creative Pool,Germany,Michael Haneke,Drama,2222647,The White Ribbon,R,05-03-2010,144,7.8,Christian Friedel,57685,Michael Haneke,2009,548,32
50000000,Columbia Pictures,USA,Tom Tykwer,Action,25450527,The International,R,13-02-2009,118,6.5,Clive Owen,83114,Eric Warren Singer,2009,96374,1048
0,Touchstone Pictures,USA,P.J. Hogan,Comedy,44277350,Confessions of a Shopaholic,PG,13-02-2009,104,5.9,Isla Fisher,66680,Tracey Jackson,2009,1505,92
35000000,Walt Disney Pictures,USA,Walt Becker,Comedy,49492060,Old Dogs,PG,25-11-2009,100,5.4,Robin Williams,32674,David Diamond,2009,2500,287
0,BBC Films,UK,Andrea Arnold,Drama,373060,Fish Tank,NOT RATED,28-01-2011,123,7.3,Katie Jarvis,51481,Andrea Arnold,2009,10495,1405
0,Rogue Pictures,USA,Dito Montiel,Action,23036320,Fighting,PG-13,24-04-2009,105,5.6,Channing Tatum,29024,Robert Munic,2009,2500,287
8000000,Stage 6 Films,USA,Troy Duffy,Action,10269307,The Boondock Saints II: All Saints Day,R,11-12-2009,118,6.3,Sean Patrick Flanery,55823,Troy Duffy,2009,672,30
17000000,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,R,05-03-2010,132,6.7,Richard Gere,55183,Michael C. Martin,2009,6556,253
2900000,Destination Films,USA,Scott Sanders,Action,228477,Black Dynamite,R,13-01-2010,84,7.4,Arsenio Hall,38535,Michael Jai White,2009,22003,863
22000000,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,The Informant!,R,18-09-2009,108,6.5,Matt Damon,55457,Scott Z. Burns,2009,269,23
18000000,De Line Pictures,USA,Jody Hill,Comedy,23993605,Observe and Report,R,10-04-2009,86,5.8,Seth Rogen,54428,Jody Hill,2009,4,0
13000000,EuropaCorp,France,Glenn Ficarra,Biography,2035566,Una pareja dispareja,R,07-01-2011,102,6.6,Jim Carrey,82466,John Requa,2009,53,10
15000000,Fox 2000 Pictures,USA,Phil Traill,Comedy,33860010,All About Steve,PG-13,04-09-2009,99,4.8,Sandra Bullock,34902,Kim Barker,2009,3197,184
1700000,Magnolia Pictures,USA,Steven Soderbergh,Drama,695417,The Girlfriend Experience,R,08-07-2009,77,5.5,Sasha Grey,14416,David Levien,2009,4046,339
18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,22455510,Fame,PG,25-09-2009,107,5,Kelsey Grammer,14706,Allison Burnett,2009,41373,1999
18000000,Fox Atomic,Canada,Chris Columbus,Comedy,14793904,"I Love You, Beth Cooper",PG-13,10-07-2009,102,5.3,Hayden Panettiere,29845,Larry Doyle,2009,811,56
18000000,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,08-01-2010,90,6.5,Michael Cera,67707,Gustin Nash,2009,399,19
0,Film i Väst,Sweden,Daniel Alfredson,Crime,5188972,The Girl Who Kicked the Hornet's Nest,R,12-11-2010,147,7.3,Michael Nyqvist,57185,Stieg Larsson,2009,74,28
60000000,Universal Pictures,USA,Tony Gilroy,Comedy,40572825,Duplicity,PG-13,20-03-2009,125,6.2,Julia Roberts,43170,Tony Gilroy,2009,177,18
17000000,Focus Features,USA,Sam Mendes,Comedy,9451946,Away We Go,R,26-06-2009,98,7.1,John Krasinski,47589,Dave Eggers,2009,537,13
3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,Fanboys,PG-13,13-02-2009,100,6.6,Dan Fogler,51872,Ernest Cline,2009,1442,141
7300000,Marv Films,UK,Daniel Barber,Action,1818681,Harry Brown,R,14-05-2010,103,7.2,Michael Caine,77350,Gary Young,2009,64,22
8000000,Lionsgate,USA,Jonas Elmer,Comedy,16734283,New in Town,PG,30-01-2009,97,5.6,Renée Zellweger,18623,Ken Rance,2009,971,30
0,First Sun,Italy,Luca Guadagnino,Drama,5005465,I Am Love,R,23-07-2010,120,7,Tilda Swinton,15445,Barbara Alberti,2009,950,39
0,Scion Films,Mexico,Cary Fukunaga,Adventure,2534351,Sin Nombre,R,17-04-2009,96,7.6,Paulina Gaitan,27573,Cary Fukunaga,2009,919,49
20000000,Millennium Films,USA,Werner Herzog,Crime,1697956,Bad Lieutenant: Port of Call New Orleans,R,11-12-2009,122,6.7,Nicolas Cage,67565,William M. Finkelstein,2009,12,4
5000000,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,Thirst,R,09-07-2010,133,7.2,Kang-ho Song,33954,Seo-kyeong Jeong,2009,31647,307
16000000,House Row Productions,USA,Stewart Hendler,Horror,11956207,Sorority Row,R,11-09-2009,101,5.1,Briana Evigan,25255,Josh Stolberg,2009,1209,39
60000000,DreamWorks,UK,Joe Wright,Biography,31670931,The Soloist,PG-13,24-04-2009,117,6.7,Jamie Foxx,45900,Susannah Grant,2009,1209,39
4500000,Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,108229,After.Life,R,24-06-2011,100,5.9,Christina Ricci,32597,Agnieszka Wojtowicz-Vosloo,2009,14451,519
0,Antena 3 Films,UK,Jordan Scott,Drama,17595,Cracks,R,18-03-2011,104,6.7,Eva Green,16664,Ben Court,2009,40,0
800000,Euforia Film,Norway,Tommy Wirkola,Comedy,41709,Dead Snow,NOT RATED,09-01-2009,100,6.3,Jeppe Beck Laursen,57777,Tommy Wirkola,2009,28,36
0,Ecosse Films,UK,Sam Taylor-Johnson,Biography,1445366,Nowhere Boy,R,15-10-2010,98,7.2,Aaron Taylor-Johnson,30580,Matt Greenhalgh,2009,4849,74
0,Bombshell Pictures,USA,Rick Jacobson,Action,17365,Bitch Slap,R,06-11-2009,109,4.5,Julia Voth,12478,Rick Jacobson,2009,4849,74
0,Artfire Films,USA,Kieran Mulroney,Comedy,15388,Paper Man,R,01-05-2014,110,6.6,Jeff Daniels,16398,Michele Mulroney,2009,2592,56
0,Cinema Libre Studio,USA,Philippe Diaz,Drama,1808,Now & Later,Not specified,18-02-2011,99,5.2,Keller Wortham,1040,Philippe Diaz,2009,74805,2117
0,Haut et Court,France,Anne Fontaine,Biography,6109075,Coco Before Chanel,PG-13,06-11-2009,105,6.7,Audrey Tautou,34008,Edmonde Charles-Roux,2009,1696,42
45000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,25200412,Aliens in the Attic,PG,31-07-2009,86,5.4,Ashley Tisdale,17909,Mark Burton,2009,533,201
0,EuropaCorp,France,Patrick Alessandrin,Action,36039,District 13: Ultimatum,R,18-02-2009,101,6.5,Cyril Raffaelli,39096,Luc Besson,2009,1727,113
18000000,Hyde Park Entertainment,Canada,Andrzej Bartkowiak,Action,8742261,Street Fighter: La leyenda,PG-13,27-02-2009,96,3.7,Kristin Kreuk,20580,Justin Marks,2009,1172,55
0,Les Armateurs,France,Tomm Moore,Animation,686383,The Secret of Kells,NOT RATED,11-02-2009,100,7.7,Evan McGuire,25381,Tomm Moore,2009,1020,10
21000000,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine,PG-13,04-12-2009,100,7.2,Robert De Niro,52792,Kirk Jones,2009,352,14
150000000,Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,119436770,G-Force,PG,24-07-2009,88,5.1,Will Arnett,35516,Cormac Wibberley,2009,87295,4852
18000000,Universal Pictures,USA,Brandon Camp,Drama,22927390,Love Happens,PG-13,18-09-2009,100,5.6,Jennifer Aniston,27008,Brandon Camp,2009,177,20
0,Magnolia Pictures,USA,Bobcat Goldthwait,Comedy,221210,World's Greatest Dad,R,24-09-2010,99,6.9,Robin Williams,33634,Bobcat Goldthwait,2009,1051,50
40000000,Warner Bros.,USA,Robert Rodriguez,Comedy,20916309,Shorts,PG,21-08-2009,89,4.8,Jimmy Bennett,5645,Robert Rodriguez,2009,586,47
19000000,The Weinstein Company,USA,Wayne Kramer,Crime,454149,Crossing Over,R,24-07-2009,113,6.8,Harrison Ford,20514,Wayne Kramer,2009,10665,1429
5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,23-04-2010,96,6.5,Demi Moore,35116,Randy T. Dinzler,2009,1528,83
70000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,35922978,The Pink Panther 2,PG,06-02-2009,92,5.6,Steve Martin,35845,Scott Neustadter,2009,205,14
0,Paramount Vantage,USA,David Pastor,Drama,90820,Carriers,PG-13,16-09-2009,100,6,Chris Pine,37265,Àlex Pastor,2009,3,9
0,Parallel Film Productions,Ireland,Ian Fitzgibbon,Action,828,Perrier's Bounty,R,26-03-2010,88,6.4,Gabriel Byrne,5514,Mark O'Rowe,2009,55,1
65000000,Imagi Animation Studios,Hong Kong,David Bowers,Animation,19548064,Astro Boy,PG,23-10-2009,94,6.3,Freddie Highmore,27771,Osamu Tezuka,2009,61,15
70000000,Ilion Animation Studios,Spain,Jorge Blanco,Animation,42086887,Planeta 51,PG,20-11-2009,91,6.1,Dwayne Johnson,43788,Javier Abad,2009,1287,150
0,Incentive Filmed Entertainment,USA,Don Roos,Drama,20585,Love and Other Impossible Pursuits,R,18-03-2011,119,6.4,Natalie Portman,16454,Don Roos,2009,175,10
58000000,Columbia Pictures,USA,Marc Lawrence,Comedy,29580087,Did You Hear About the Morgans?,PG-13,18-12-2009,100,4.8,Hugh Grant,31604,Marc Lawrence,2009,1431,56
23000000,Bill Kenwright Films,UK,Stephen Frears,Comedy,2708188,Chéri,R,17-07-2009,100,6.2,Michelle Pfeiffer,9380,Christopher Hampton,2009,129,17
0,Inimitable Pictures,USA,David Kaplan,Comedy,400654,Today's Special,R,11-11-2009,99,6.7,Kevin Breznahan,4749,Aasif Mandvi,2009,576,24
22000000,Fox Atomic,USA,Renny Harlin,Action,12232937,12 Rounds,PG-13,27-03-2009,108,5.6,John Cena,24250,Daniel Kunka,2009,576,24
40000000,Fox Searchlight Pictures,USA,Mira Nair,Adventure,14241034,Amelia,PG,23-10-2009,111,5.8,Hilary Swank,10609,Ronald Bass,2009,18450,6791
18000000,Universal Pictures International (UPI),Spain,Pedro Almodóvar,Drama,5014305,Broken Embraces,R,15-01-2010,127,7.2,Penélope Cruz,33400,Pedro Almodóvar,2009,264,7
30000000,Focus Features,USA,Ang Lee,Biography,7443007,Taking Woodstock,R,28-08-2009,120,6.7,Demetri Martin,25866,James Schamus,2009,1879,49
5600000,Filmax,Spain,Jaume Balagueró,Horror,27766,[Rec] 2,R,23-10-2009,85,6.6,Jonathan D. Mellor,59366,Jaume Balagueró,2009,15,3
0,Paramount Vantage,USA,Neal Brennan,Comedy,15102127,"The Goods: Live Hard, Sell Hard",R,14-08-2009,89,5.8,Jeremy Piven,18361,Andy Stock,2009,513,36
10000000,Columbia Pictures Corporation,UK,Tom Hooper,Biography,449558,The Damned United,R,27-03-2009,98,7.6,Colm Meaney,34976,Peter Morgan,2009,54,10
3500000,Insight Film Releasing,Canada,Peter Stebbings,Comedy,44462,Defendor,R,13-05-2010,101,6.8,Woody Harrelson,32840,Peter Stebbings,2009,395,28
27000000,Screen Gems,USA,Nimród Antal,Action,15988876,Armored,PG-13,04-12-2009,88,5.7,Columbus Short,27251,James V. Simpson,2009,48,2
15000000,Millennium Films,USA,Brian Koppelman,Comedy,4360548,Solitary Man,R,25-06-2010,90,6.4,Michael Douglas,14100,Brian Koppelman,2009,52749,784
0,Rudius Films,USA,Bob Gosse,Comedy,1425993,I Hope They Serve Beer in Hell,R,25-09-2009,105,5.3,Matt Czuchry,7631,Tucker Max,2009,87,7
17000000,26 Films,USA,Donald Petrie,Comedy,8662318,My Life in Ruins,PG-13,05-06-2009,98,5.9,Nia Vardalos,16145,Mike Reiss,2009,8,2
6000000,CineSon Entertainment,USA,Raymond De Felitta,Comedy,6670712,City Island,PG-13,30-04-2010,104,7.4,Andy Garcia,28292,Raymond De Felitta,2009,311,14
800000,CinemaNX,UK,J Blakeson,Crime,166980,The Disappearance of Alice Creed,R,30-04-2010,100,6.8,Gemma Arterton,22135,J Blakeson,2009,237,45
0,Olympus Pictures,USA,Max Mayer,Drama,2277396,Adam,PG-13,28-08-2009,99,7.2,Hugh Dancy,30860,Max Mayer,2009,69772,1739
0,Focus Features,USA,Jim Jarmusch,Crime,425025,The Limits of Control,R,11-12-2009,116,6.3,Isaach De Bankolé,17001,Jim Jarmusch,2009,242,11
8000000,Belladonna Productions,USA,Julio DePietro,Comedy,100503,The Good Guy,R,19-02-2010,100,5.9,Alexis Bledel,8288,Julio DePietro,2009,1900,156
4000000,Blank of the Dead Productions,USA,George A. Romero,Comedy,101740,Survival of the Dead,R,06-05-2010,90,4.9,Alan Van Sprang,18336,George A. Romero,2009,173,33
6500000,Oscilloscope,USA,Oren Moverman,Drama,66637,The Messenger,R,04-12-2009,113,7.2,Ben Foster,30893,Alessandro Camon,2009,1955,149
0,Broken Lizard Industries,USA,Kevin Heffernan,Comedy,41588,The Slammin' Salmon,R,17-01-2009,100,6.5,Michael Clarke Duncan,11324,Jay Chandrasekhar,2009,222,28
0,Madhouse,Japan,Mamoru Hosoda,Animation,78182,Summer Wars,PG,01-08-2009,114,7.6,Ryûnosuke Kamiki,19440,Mamoru Hosoda,2009,3777,62
7500000,K5 International,USA,Aaron Schneider,Drama,9176553,Get Low,PG-13,27-08-2010,103,7.1,Robert Duvall,19987,Chris Provenzano,2009,3370620,148192
12000000,Wayfare Entertainment,Ireland,Neil Jordan,Drama,548934,Ondine,PG-13,06-04-2011,111,6.8,Colin Farrell,17919,Neil Jordan,2009,1113,26
5000000,American Zoetrope,USA,Francis Ford Coppola,Drama,518522,Tetro,R,23-09-2011,127,6.9,Vincent Gallo,11077,Mauricio Kartun,2009,862,37
0,Derrick Comedy Productions,USA,Dan Eckman,Comedy,77126,Mystery Team,R,17-01-2009,97,6.8,Donald Glover,7956,D.C. Pierson,2009,7472,208
0,Egoli Tossell Film,UK,Michael Hoffman,Biography,6616974,The Last Station,R,26-02-2010,112,7,Helen Mirren,16078,Michael Hoffman,2009,127,6
10000000,Middle Fork Productions,USA,Richard Harrah,Thriller,1785,The Canyon,R,23-10-2009,100,5.9,Eion Bailey,3453,Steve Allrich,2009,467,72
13000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,11-09-2009,100,4.2,Tyler Perry,8640,Tyler Perry,2009,24809,665
0,EuropaCorp,France,Luc Besson,Animation,347136,Arthur and the Revenge of Maltazard,PG,01-10-2010,93,5.3,Freddie Highmore,6110,Patrice Garcia,2009,419,65
3000000,Tax Credit Finance,USA,Francesca Gregorini,Drama,5005,Tanner Hall,R,15-01-2015,96,5.9,Rooney Mara,2545,Tatiana von Furstenberg,2009,526,4
25000000,Autonomous Films,USA,Peter Hyams,Crime,32409,Beyond a Reasonable Doubt,PG-13,10-09-2010,106,5.9,Jesse Metcalfe,11153,Peter Hyams,2009,7,1
160000000,Warner Bros.,USA,Christopher Nolan,Action,292576195,Inception,PG-13,16-07-2010,148,8.8,Leonardo DiCaprio,1629342,Christopher Nolan,2010,328,86
13000000,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678,Black Swan,R,17-12-2010,108,8,Natalie Portman,594148,Mark Heyman,2010,50618,2409
60000000,Universal Pictures,USA,Edgar Wright,Action,31494270,Scott Pilgrim vs. the World,PG-13,13-08-2010,112,7.5,Michael Cera,302029,Michael Bacall,2010,20157,468
80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,19-02-2010,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,1002,27
0,Warner Bros.,UK,David Yates,Adventure,295983305,Harry Potter and the Deathly Hallows: Part 1,PG-13,19-11-2010,146,7.7,Daniel Radcliffe,368576,Steve Kloves,2010,4600,209
30000000,Marv Films,UK,Matthew Vaughn,Action,48071303,Kick-Ass,R,16-04-2010,117,7.7,Aaron Taylor-Johnson,465530,Jane Goldman,2010,235,115
20000000,DreamWorks,USA,Jim Field Smith,Comedy,31584722,She's Out of My League,R,12-03-2010,100,6.4,Jay Baruchel,107464,Sean Anders,2010,5400,173
125000000,Warner Bros.,USA,Louis Leterrier,Action,163214888,Clash of the Titans,PG-13,02-04-2010,106,5.8,Sam Worthington,241875,Travis Beacham,2010,21635,1986
6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,29-07-2011,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010,2872,103
1500000,Alliance Films,USA,James Wan,Horror,54009150,Insidious,PG-13,01-04-2011,103,6.8,Patrick Wilson,226632,Leigh Whannell,2010,12074,741
40000000,Columbia Pictures,USA,David Fincher,Biography,96962694,The Social Network,PG-13,01-10-2010,120,7.7,Jesse Eisenberg,521956,Aaron Sorkin,2010,128,40
69000000,Universal Pictures,USA,Pierre Coffin,Animation,251513985,Despicable Me,PG,09-07-2010,95,7.7,Steve Carell,422190,Cinco Paul,2010,25762,4946
37000000,Warner Bros.,USA,Ben Affleck,Crime,92186262,The Town,R,17-09-2010,125,7.6,Ben Affleck,299626,Peter Craig,2010,75,11
260000000,Walt Disney Animation Studios,USA,Nathan Greno,Animation,200821936,Tangled,PG,24-11-2010,100,7.8,Mandy Moore,325621,Dan Fogelman,2010,23676,1376
95000000,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,12-02-2010,118,5.9,Logan Lerman,152255,Craig Titley,2010,364,116
15000000,See-Saw Films,UK,Tom Hooper,Biography,138797449,The King's Speech,R,25-12-2010,118,8,Colin Firth,544927,David Seidler,2010,1812,35
8000000,Screen Gems,USA,Will Gluck,Comedy,58401464,Easy A,PG-13,17-09-2010,92,7.1,Emma Stone,301623,Bert V. Royal,2010,20405,597
200000000,Paramount Pictures,USA,Jon Favreau,Action,312433331,Iron Man 2,PG-13,07-05-2010,124,7,Robert Downey Jr.,571416,Justin Theroux,2010,279,153
30000000,Fox 2000 Pictures,USA,Edward Zwick,Comedy,32367005,Love & Other Drugs,R,24-11-2010,112,6.7,Jake Gyllenhaal,154701,Charles Randolph,2010,1235886,33528
170000000,Walt Disney Pictures,USA,Joseph Kosinski,Action,172062763,TRON: Legacy,PG,17-12-2010,100,6.8,Jeff Bridges,278124,Edward Kitsis,2010,2588,72
26000000,Bold Films,USA,Scott Stewart,Action,40168080,Legion,R,22-01-2010,100,5.2,Paul Bettany,85724,Peter Schink,2010,2154,121
200000000,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110,Alice in Wonderland,PG,05-03-2010,108,6.5,Mia Wasikowska,331389,Linda Woolverton,2010,244,139
38000000,Paramount Pictures,USA,Ethan Coen,Adventure,171243005,True Grit,PG-13,22-12-2010,110,7.6,Jeff Bridges,259855,Joel Coen,2010,21,6
35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,30-04-2010,95,5.2,Jackie Earle Haley,79930,Wesley Strick,2010,49450,559
58000000,Summit Entertainment,USA,Robert Schwentke,Action,90380162,RED,PG-13,15-10-2010,111,7.1,Bruce Willis,254554,Jon Hoeber,2010,1655,108
80000000,Alcon Entertainment,USA,Albert Hughes,Action,94835059,The Book of Eli,R,15-01-2010,118,6.9,Denzel Washington,246433,Gary Whitta,2010,8532,830
100000000,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,Sex and the City 2,R,27-05-2010,146,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010,1409,146
110000000,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,77222099,The A-Team,PG-13,11-06-2010,117,6.8,Liam Neeson,222505,Joe Carnahan,2010,1288186,31017
117000000,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,76423035,Knight and Day,PG-13,23-06-2010,109,6.3,Tom Cruise,157815,Patrick O'Neill,2010,38,17
200000000,Walt Disney Pictures,USA,Lee Unkrich,Animation,415004880,Toy Story 3,G,18-06-2010,103,8.3,Tom Hanks,603472,John Lasseter,2010,1137,267
3500000,Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,9737892,Blue Valentine,R,28-01-2011,112,7.4,Ryan Gosling,154714,Derek Cianfrance,2010,130,1
2000000,Cinetel Films,USA,Steven R. Monroe,Crime,93051,I Spit on Your Grave,R,04-03-2011,108,6.3,Sarah Butler,61717,Adam Rockoff,2010,362,64
165000000,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,26-03-2010,98,8.1,Jay Baruchel,538360,William Davies,2010,50925,857
16000000,Summit Entertainment,USA,Allen Coulter,Drama,19068240,Remember Me,PG-13,12-03-2010,113,7.2,Robert Pattinson,121432,Will Fetters,2010,119377,3521
200000000,Walt Disney Pictures,USA,Mike Newell,Action,90759676,Prince of Persia: The Sands of Time,PG-13,28-05-2010,116,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010,10765,909
0,Scott Rudin Productions,USA,Noah Baumbach,Comedy,4216789,Greenberg,R,26-03-2010,107,6.1,Ben Stiller,31477,Jennifer Jason Leigh,2010,326,20
